graph_index,node_id_1,node_1_value,node_id_2,node_2_value,edge_weight
0,3,6.020600327454919,4,0.3010299956639812,0.6121389807391918
0,4,0.3010299956639812,3,6.020600327454919,0.6121389807391918
0,42,7.79384624589149,20,7.8526097685190095,0.332764126777586
0,43,6.918785027878422,9,7.851212519057958,0.3308186172401769
0,43,6.918785027878422,15,7.851208004342213,0.3384371767240912
0,43,6.918785027878422,17,7.851211576966677,0.3285334371893511
0,43,6.918785027878422,20,7.8526097685190095,0.3829829795532601
0,43,6.918785027878422,25,6.941808926788588,0.3370793547925763
0,43,6.918785027878422,44,5.00976099540623,0.6260719576031414
0,43,6.918785027878422,45,4.463250773392776,0.5362008443551546
0,40,3.322426052405953,41,1.806179973983887,0.3488357843189426
0,44,5.00976099540623,9,7.851212519057958,0.3445462803530285
0,44,5.00976099540623,14,5.359822206759809,0.3335342305988544
0,44,5.00976099540623,15,7.851208004342213,0.3529668243847518
0,44,5.00976099540623,17,7.851211576966677,0.3425182279629575
0,44,5.00976099540623,20,7.8526097685190095,0.405041355497832
0,44,5.00976099540623,25,6.941808926788588,0.3528566680770697
0,44,5.00976099540623,43,6.918785027878422,0.6260719576031414
0,44,5.00976099540623,45,4.463250773392776,0.6513697297223108
0,41,1.806179973983887,40,3.322426052405953,0.3488357843189426
0,45,4.463250773392776,9,7.851212519057958,0.3325155426812797
0,45,4.463250773392776,14,5.359822206759809,0.3422525305193639
0,45,4.463250773392776,15,7.851208004342213,0.3523112497702739
0,45,4.463250773392776,16,5.359822206759809,0.3319481225682346
0,45,4.463250773392776,17,7.851211576966677,0.3354575306710801
0,45,4.463250773392776,19,5.107213362560255,0.3303053955961963
0,45,4.463250773392776,20,7.8526097685190095,0.4024497751019042
0,45,4.463250773392776,23,5.112393834832028,0.3313265076779655
0,45,4.463250773392776,25,6.941808926788588,0.3444367166613626
0,45,4.463250773392776,43,6.918785027878422,0.5362008443551546
0,45,4.463250773392776,44,5.00976099540623,0.6513697297223108
0,13,9.999505843021296,9,7.851212519057958,0.3428536764530591
0,13,9.999505843021296,15,7.851208004342213,0.3283670526856896
0,13,9.999505843021296,17,7.851211576966677,0.3380035590959204
0,14,5.359822206759809,8,5.521181249383798,0.7266793896392629
0,14,5.359822206759809,11,4.407815642384198,0.4106959151034723
0,14,5.359822206759809,16,5.359822206759809,0.8318457819994317
0,14,5.359822206759809,19,5.107213362560255,0.4638618907620676
0,14,5.359822206759809,20,7.8526097685190095,0.4405688296774712
0,14,5.359822206759809,21,5.306418593510704,0.4424926411549456
0,14,5.359822206759809,23,5.112393834832028,0.5561595903668939
0,14,5.359822206759809,44,5.00976099540623,0.3335342305988544
0,14,5.359822206759809,45,4.463250773392776,0.3422525305193639
0,15,7.851208004342213,9,7.851212519057958,0.896456751005149
0,15,7.851208004342213,13,9.999505843021296,0.3283670526856896
0,15,7.851208004342213,17,7.851211576966677,0.9150391712957716
0,15,7.851208004342213,20,7.8526097685190095,0.4737116641999434
0,15,7.851208004342213,25,6.941808926788588,0.7409760343297678
0,15,7.851208004342213,26,7.794105671348917,0.3566029781793096
0,15,7.851208004342213,43,6.918785027878422,0.3384371767240912
0,15,7.851208004342213,44,5.00976099540623,0.3529668243847518
0,15,7.851208004342213,45,4.463250773392776,0.3523112497702739
0,20,7.8526097685190095,8,5.521181249383798,0.4676038246676853
0,20,7.8526097685190095,9,7.851212519057958,0.446442882749574
0,20,7.8526097685190095,10,5.417880053517255,0.3308796847556169
0,20,7.8526097685190095,11,4.407815642384198,0.3335990247676145
0,20,7.8526097685190095,14,5.359822206759809,0.4405688296774712
0,20,7.8526097685190095,15,7.851208004342213,0.4737116641999434
0,20,7.8526097685190095,16,5.359822206759809,0.4386706396563727
0,20,7.8526097685190095,17,7.851211576966677,0.4527723562054254
0,20,7.8526097685190095,19,5.107213362560255,0.3595900341345653
0,20,7.8526097685190095,21,5.306418593510704,0.3339909565393512
0,20,7.8526097685190095,23,5.112393834832028,0.37842459888881
0,20,7.8526097685190095,25,6.941808926788588,0.4639114052712902
0,20,7.8526097685190095,42,7.79384624589149,0.332764126777586
0,20,7.8526097685190095,43,6.918785027878422,0.3829829795532601
0,20,7.8526097685190095,44,5.00976099540623,0.405041355497832
0,20,7.8526097685190095,45,4.463250773392776,0.4024497751019042
0,19,5.107213362560255,8,5.521181249383798,0.4079176957047207
0,19,5.107213362560255,11,4.407815642384198,0.3368951779163366
0,19,5.107213362560255,14,5.359822206759809,0.4638618907620676
0,19,5.107213362560255,16,5.359822206759809,0.4202640662220049
0,19,5.107213362560255,20,7.8526097685190095,0.3595900341345653
0,19,5.107213362560255,21,5.306418593510704,0.4237907189315444
0,19,5.107213362560255,23,5.112393834832028,0.4418253959308001
0,19,5.107213362560255,45,4.463250773392776,0.3303053955961963
0,8,5.521181249383798,10,5.417880053517255,0.3910714626584565
0,8,5.521181249383798,11,4.407815642384198,0.4124028170026077
0,8,5.521181249383798,14,5.359822206759809,0.7266793896392629
0,8,5.521181249383798,16,5.359822206759809,0.8491569235944378
0,8,5.521181249383798,19,5.107213362560255,0.4079176957047207
0,8,5.521181249383798,20,7.8526097685190095,0.4676038246676853
0,8,5.521181249383798,21,5.306418593510704,0.4539301364366966
0,8,5.521181249383798,23,5.112393834832028,0.5019787712664115
0,10,5.417880053517255,8,5.521181249383798,0.3910714626584565
0,10,5.417880053517255,11,4.407815642384198,0.3915861475832405
0,10,5.417880053517255,16,5.359822206759809,0.3491387375676956
0,10,5.417880053517255,20,7.8526097685190095,0.3308796847556169
0,10,5.417880053517255,21,5.306418593510704,0.3780982643290169
0,16,5.359822206759809,8,5.521181249383798,0.8491569235944378
0,16,5.359822206759809,10,5.417880053517255,0.3491387375676956
0,16,5.359822206759809,11,4.407815642384198,0.3743385669055393
0,16,5.359822206759809,14,5.359822206759809,0.8318457819994317
0,16,5.359822206759809,19,5.107213362560255,0.4202640662220049
0,16,5.359822206759809,20,7.8526097685190095,0.4386706396563727
0,16,5.359822206759809,21,5.306418593510704,0.4537667803059591
0,16,5.359822206759809,23,5.112393834832028,0.5006438483999909
0,16,5.359822206759809,45,4.463250773392776,0.3319481225682346
0,17,7.851211576966677,9,7.851212519057958,0.9680834902105844
0,17,7.851211576966677,13,9.999505843021296,0.3380035590959204
0,17,7.851211576966677,15,7.851208004342213,0.9150391712957716
0,17,7.851211576966677,20,7.8526097685190095,0.4527723562054254
0,17,7.851211576966677,25,6.941808926788588,0.7343052545014158
0,17,7.851211576966677,26,7.794105671348917,0.350673012194131
0,17,7.851211576966677,43,6.918785027878422,0.3285334371893511
0,17,7.851211576966677,44,5.00976099540623,0.3425182279629575
0,17,7.851211576966677,45,4.463250773392776,0.3354575306710801
0,21,5.306418593510704,8,5.521181249383798,0.4539301364366966
0,21,5.306418593510704,10,5.417880053517255,0.3780982643290169
0,21,5.306418593510704,11,4.407815642384198,0.402122799675472
0,21,5.306418593510704,14,5.359822206759809,0.4424926411549456
0,21,5.306418593510704,16,5.359822206759809,0.4537667803059591
0,21,5.306418593510704,19,5.107213362560255,0.4237907189315444
0,21,5.306418593510704,20,7.8526097685190095,0.3339909565393512
0,21,5.306418593510704,22,0.0,0.3981430324459585
0,22,0.0,21,5.306418593510704,0.3981430324459585
0,23,5.112393834832028,8,5.521181249383798,0.5019787712664115
0,23,5.112393834832028,11,4.407815642384198,0.3536846464624338
0,23,5.112393834832028,14,5.359822206759809,0.5561595903668939
0,23,5.112393834832028,16,5.359822206759809,0.5006438483999909
0,23,5.112393834832028,19,5.107213362560255,0.4418253959308001
0,23,5.112393834832028,20,7.8526097685190095,0.37842459888881
0,23,5.112393834832028,45,4.463250773392776,0.3313265076779655
0,25,6.941808926788588,9,7.851212519057958,0.7237753951616794
0,25,6.941808926788588,15,7.851208004342213,0.7409760343297678
0,25,6.941808926788588,17,7.851211576966677,0.7343052545014158
0,25,6.941808926788588,20,7.8526097685190095,0.4639114052712902
0,25,6.941808926788588,43,6.918785027878422,0.3370793547925763
0,25,6.941808926788588,44,5.00976099540623,0.3528566680770697
0,25,6.941808926788588,45,4.463250773392776,0.3444367166613626
0,26,7.794105671348917,9,7.851212519057958,0.3520554901411068
0,26,7.794105671348917,15,7.851208004342213,0.3566029781793096
0,26,7.794105671348917,17,7.851211576966677,0.350673012194131
0,11,4.407815642384198,8,5.521181249383798,0.4124028170026077
0,11,4.407815642384198,10,5.417880053517255,0.3915861475832405
0,11,4.407815642384198,14,5.359822206759809,0.4106959151034723
0,11,4.407815642384198,16,5.359822206759809,0.3743385669055393
0,11,4.407815642384198,19,5.107213362560255,0.3368951779163366
0,11,4.407815642384198,20,7.8526097685190095,0.3335990247676145
0,11,4.407815642384198,21,5.306418593510704,0.402122799675472
0,11,4.407815642384198,23,5.112393834832028,0.3536846464624338
0,30,0.0,31,0.0,0.3850634815944526
0,30,0.0,32,0.0,0.3541019509331499
0,35,0.0,36,0.0,0.4396423358303393
0,31,0.0,30,0.0,0.3850634815944526
0,31,0.0,32,0.0,0.5494750310338445
0,31,0.0,33,0.0,0.397445028463655
0,36,0.0,32,0.0,0.3265742903105084
0,36,0.0,35,0.0,0.4396423358303393
0,36,0.0,37,0.0,0.3698400530046207
0,32,0.0,30,0.0,0.3541019509331499
0,32,0.0,31,0.0,0.5494750310338445
0,32,0.0,33,0.0,0.5200065290920757
0,32,0.0,36,0.0,0.3265742903105084
0,37,0.0,36,0.0,0.3698400530046207
0,33,0.0,31,0.0,0.397445028463655
0,33,0.0,32,0.0,0.5200065290920757
0,9,7.851212519057958,13,9.999505843021296,0.3428536764530591
0,9,7.851212519057958,15,7.851208004342213,0.896456751005149
0,9,7.851212519057958,17,7.851211576966677,0.9680834902105844
0,9,7.851212519057958,20,7.8526097685190095,0.446442882749574
0,9,7.851212519057958,25,6.941808926788588,0.7237753951616794
0,9,7.851212519057958,26,7.794105671348917,0.3520554901411068
0,9,7.851212519057958,43,6.918785027878422,0.3308186172401769
0,9,7.851212519057958,44,5.00976099540623,0.3445462803530285
0,9,7.851212519057958,45,4.463250773392776,0.3325155426812797
0,46,0.8984660081317679,1,2.110589710299249,0.053789543861358924
0,46,0.8984660081317679,2,4.407815642384198,0.040885992631070914
0,46,0.8984660081317679,3,6.020600327454919,0.025185749312048804
0,46,0.8984660081317679,4,0.3010299956639812,0.03572277801836186
0,46,0.8984660081317679,5,0.0,0.0010086169813277909
0,46,0.8984660081317679,6,0.9542425094393248,0.0
0,46,0.8984660081317679,7,6.020600327454919,0.09334408637918945
0,46,0.8984660081317679,8,5.521181249383798,0.07335998496736658
0,46,0.8984660081317679,9,7.851212519057958,0.09684968818703059
0,46,0.8984660081317679,10,5.417880053517255,0.1117202681000758
0,46,0.8984660081317679,11,4.407815642384198,0.08032190176853408
0,46,0.8984660081317679,12,8.639958873160161,0.14976587233836108
0,46,0.8984660081317679,13,9.999505843021296,0.09614485259647791
0,46,0.8984660081317679,14,5.359822206759809,0.0790151998087495
0,46,0.8984660081317679,15,7.851208004342213,0.10166098436302848
0,46,0.8984660081317679,16,5.359822206759809,0.07775835249232625
0,46,0.8984660081317679,17,7.851211576966677,0.09764711847809948
0,46,0.8984660081317679,18,0.3010299956639812,0.0892300308690612
0,46,0.8984660081317679,19,5.107213362560255,0.0700990015474565
0,46,0.8984660081317679,20,7.8526097685190095,0.09784613947523335
0,46,0.8984660081317679,21,5.306418593510704,0.0938913431776026
0,46,0.8984660081317679,22,0.0,0.11903834256702078
0,46,0.8984660081317679,23,5.112393834832028,0.060355688773435
0,46,0.8984660081317679,24,0.0,0.13104787886819627
0,46,0.8984660081317679,25,6.941808926788588,0.10755685408111842
0,46,0.8984660081317679,26,7.794105671348917,0.06405387400126322
0,46,0.8984660081317679,27,0.0,0.07801767593780123
0,46,0.8984660081317679,28,0.0,0.043842116200155316
0,46,0.8984660081317679,29,0.0,0.06434854932190942
0,46,0.8984660081317679,30,0.0,0.15073446561946385
0,46,0.8984660081317679,31,0.0,0.11829894969205866
0,46,0.8984660081317679,32,0.0,0.11529151356310449
0,46,0.8984660081317679,33,0.0,0.1118220808001709
0,46,0.8984660081317679,34,0.0,0.06699461292539892
